Event,Site,Date,Round,White,Black,Result
≤2000 SuperBlitz Arena,https://lichess.org/pQeYwusd,2021.04.23,?,waltalgg,antonio25146,1-0
≤2000 SuperBlitz Arena,https://lichess.org/DBhhv6GB,2021.04.23,?,waltalgg,Mikhail_chess,1-0
≤2000 SuperBlitz Arena,https://lichess.org/ZAaNJUrK,2021.04.23,?,mirzabruins,waltalgg,0-1
≤2000 SuperBlitz Arena,https://lichess.org/M4m7MXnW,2021.04.23,?,waltalgg,viktheking,1-0
≤2000 Bullet Arena,https://lichess.org/XsZdSF5N,2021.04.22,?,waltalgg,carped65,1-0
≤2000 Bullet Arena,https://lichess.org/6tcW3Tz1,2021.04.22,?,Whilbert,waltalgg,1/2-1/2
≤2000 Bullet Arena,https://lichess.org/GAUbRWGh,2021.04.22,?,waltalgg,Rotd3,0-1
≤2000 Bullet Arena,https://lichess.org/LQhzivPd,2021.04.22,?,stevenmwansa1,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/hJsv1u8A,2021.04.22,?,Hatiora,waltalgg,1/2-1/2
Hourly UltraBullet Arena,https://lichess.org/hy0zlSzi,2021.04.22,?,waltalgg,TanmayBorse,1-0
Hourly UltraBullet Arena,https://lichess.org/A9p3omUO,2021.04.22,?,waltalgg,qwerty7272,0-1
Hourly UltraBullet Arena,https://lichess.org/ACcPMsCO,2021.04.22,?,TanmayBorse,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/87HN5US1,2021.04.22,?,Hatiora,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/OKvhk53h,2021.04.22,?,johnconnor12790,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/Y3yVk7A7,2021.04.22,?,waltalgg,KINGMAN20,1-0
Hourly UltraBullet Arena,https://lichess.org/8rtLiVu5,2021.04.22,?,waltalgg,BMKY,1-0
Hourly UltraBullet Arena,https://lichess.org/gezdF2C6,2021.04.22,?,slowacc,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/68e127X0,2021.04.22,?,waltalgg,chukdal,1-0
Hourly UltraBullet Arena,https://lichess.org/8BOQ0X5J,2021.04.22,?,suheylcavusoglu,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/H2ScB3ZP,2021.04.22,?,waltalgg,silvio1975,1-0
Hourly UltraBullet Arena,https://lichess.org/v2OiCQfK,2021.04.22,?,CalebBarrutia,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/VmMvuuIZ,2021.04.22,?,waltalgg,rahulranjan,0-1
Hourly UltraBullet Arena,https://lichess.org/CykDKLYk,2021.04.22,?,amr2011,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/TFfd6v1I,2021.04.22,?,Avigoorn,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/QUJw00eZ,2021.04.22,?,waltalgg,Helandu,0-1
Hourly UltraBullet Arena,https://lichess.org/BWVyv8Nh,2021.04.22,?,cartan69,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/VfB3Ffmi,2021.04.22,?,JG_2010,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/Wvc4m803,2021.04.22,?,waltalgg,aydogan_batin_efe,1-0
Hourly UltraBullet Arena,https://lichess.org/VgXGtV3b,2021.04.22,?,waltalgg,MikeCortez,1-0
Lichess Quarantäne-Liga 16C Team Battle,https://lichess.org/j9Z86wW3,2021.04.22,?,waltalgg,Inocenciovaquero1951,1-0
Lichess Quarantäne-Liga 16C Team Battle,https://lichess.org/Gy0RuyyC,2021.04.22,?,JackPC,waltalgg,0-1
Rated Bullet game,https://lichess.org/RkQYQuk1,2021.04.22,?,waltalgg,mwanawevhu,0-1
Rated Bullet game,https://lichess.org/ILNHaCSD,2021.04.22,?,sizzlecheck,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/7o3SAXAU,2021.04.22,?,waltalgg,sizzlecheck,1-0
Rated Bullet game,https://lichess.org/kdA136MI,2021.04.22,?,Akilios,waltalgg,1-0
Rated Bullet game,https://lichess.org/bDghh67N,2021.04.22,?,mmurama,waltalgg,1-0
Rated Blitz game,https://lichess.org/5ywT1bT6,2021.04.22,?,waltalgg,AlexandreCXTR,0-1
Rated Blitz game,https://lichess.org/uyYurxVA,2021.04.22,?,AlexandreCXTR,waltalgg,0-1
Rated Blitz game,https://lichess.org/xwYXZdlK,2021.04.22,?,waltalgg,AlexandreCXTR,1-0
Rated Blitz game,https://lichess.org/lhJv0OnC,2021.04.22,?,waltalgg,NicoColchero,1-0
Rated Blitz game,https://lichess.org/eWUsUL2Q,2021.04.22,?,reda007,waltalgg,1-0
Rated Blitz game,https://lichess.org/r6NqPBJj,2021.04.22,?,jjfernandadiaz,waltalgg,0-1
≤2000 Bullet Arena,https://lichess.org/q9hYYnwm,2021.04.20,?,JugoBetrugo,waltalgg,1-0
≤2000 Bullet Arena,https://lichess.org/IXr4eEEQ,2021.04.20,?,waltalgg,JotaOneWheel,1-0
≤2000 Bullet Arena,https://lichess.org/Douxa9FF,2021.04.20,?,mohsenjojo74,waltalgg,1/2-1/2
≤2000 Bullet Arena,https://lichess.org/3VIoKpmM,2021.04.20,?,waltalgg,AhmedovShaxriyor,1-0
≤2000 Bullet Arena,https://lichess.org/oiw2EZGK,2021.04.20,?,Vezeel41,waltalgg,1-0
≤2000 Bullet Arena,https://lichess.org/zYq2FwqR,2021.04.20,?,waltalgg,derpderpderpderp,0-1
≤2000 Bullet Arena,https://lichess.org/AIdEHsir,2021.04.20,?,Rodriuwu77,waltalgg,0-1
≤2000 Bullet Arena,https://lichess.org/xTP0RJnH,2021.04.20,?,waltalgg,ALopezH,1-0
Rated Bullet game,https://lichess.org/PjbcbBvS,2021.04.20,?,waltalgg,saquall,1-0
Hourly HyperBullet Arena,https://lichess.org/9jgRJcoG,2021.04.20,?,ahmet2424,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/9mCxYFEC,2021.04.20,?,waltalgg,Anyelo_Pro3161,1/2-1/2
Hourly Bullet Arena,https://lichess.org/8S1zLXOr,2021.04.20,?,waltalgg,jharkin531,0-1
Hourly Bullet Arena,https://lichess.org/ZbTMyDmO,2021.04.20,?,DeporS1337,waltalgg,1-0
Hourly Bullet Arena,https://lichess.org/MMIQb2zN,2021.04.20,?,waltalgg,staromlinovka,1-0
Hourly Bullet Arena,https://lichess.org/7dJPByP8,2021.04.20,?,Carl_Aarnes,waltalgg,1-0
Hourly Bullet Arena,https://lichess.org/YSIS1JAU,2021.04.20,?,Groniak,waltalgg,0-1
Hourly Bullet Arena,https://lichess.org/3mkzmK9t,2021.04.20,?,play2kill,waltalgg,0-1
Hourly Bullet Arena,https://lichess.org/QRqiD8i6,2021.04.20,?,waltalgg,hectorlopez,0-1
Hourly Bullet Arena,https://lichess.org/UbwSPrpW,2021.04.20,?,waltalgg,MarnieSimpson,1-0
Hourly Bullet Arena,https://lichess.org/26FpBsbF,2021.04.20,?,ntvspor-2020,waltalgg,0-1
Rated Bullet game,https://lichess.org/sJ9rFvEF,2021.04.20,?,waltalgg,Mistakechess,0-1
Rated Bullet game,https://lichess.org/3wBI6T6Y,2021.04.20,?,Pontryagin,waltalgg,0-1
Rated Bullet game,https://lichess.org/XeOeXyQp,2021.04.20,?,waltalgg,Pontryagin,1/2-1/2
Rated Bullet game,https://lichess.org/jzFN5cUk,2021.04.20,?,Pontryagin,waltalgg,1-0
Rated Blitz game,https://lichess.org/udot9oct,2021.04.20,?,Hipnotio,waltalgg,1-0
Lichess Quarantäne-Liga 17B Team Battle,https://lichess.org/wcrx0C0a,2021.04.18,?,waltalgg,Math92Chess,0-1
Lichess Quarantäne-Liga 17B Team Battle,https://lichess.org/xDqwa2DZ,2021.04.18,?,LukiZuki,waltalgg,1-0
Lichess Quarantäne-Liga 17B Team Battle,https://lichess.org/49RdErw4,2021.04.18,?,waltalgg,Henrik2607,1-0
Lichess Quarantäne-Liga 17B Team Battle,https://lichess.org/m10iOng0,2021.04.18,?,Math92Chess,waltalgg,0-1
3-й Кубок Шахматы.рус Arena,https://lichess.org/IiuijNXd,2021.04.17,?,Astraferz,waltalgg,1-0
3-й Кубок Шахматы.рус Arena,https://lichess.org/m7tGX7a9,2021.04.17,?,waltalgg,n00b1k_1337,1-0
3-й Кубок Шахматы.рус Arena,https://lichess.org/0w7AmOit,2021.04.17,?,waltalgg,Princess_Fiona,1/2-1/2
3-й Кубок Шахматы.рус Arena,https://lichess.org/pM6efKT9,2021.04.17,?,Astraferz,waltalgg,1-0
Rated Blitz game,https://lichess.org/KAKcDTOC,2021.04.17,?,waltalgg,yigg,1/2-1/2
Rated Blitz game,https://lichess.org/rtuCgVKe,2021.04.17,?,waltalgg,String_dogg,1-0
Hourly UltraBullet Arena,https://lichess.org/wXftDj88,2021.04.15,?,Rhostens,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/CE7pGdJ5,2021.04.15,?,waltalgg,Zisis_pap,1-0
Hourly UltraBullet Arena,https://lichess.org/pl1oKQQR,2021.04.15,?,WoodAri,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/fRYjsUlF,2021.04.15,?,waltalgg,kulindi,1-0
Hourly UltraBullet Arena,https://lichess.org/exDVYjwJ,2021.04.15,?,waltalgg,HockeyMaster10,0-1
Hourly UltraBullet Arena,https://lichess.org/kJSDTKvU,2021.04.15,?,Erostrate,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/69i3zGL4,2021.04.15,?,waltalgg,naresh1020,0-1
Hourly UltraBullet Arena,https://lichess.org/E9M6pGw8,2021.04.15,?,lemar012,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/Kd6jLF1u,2021.04.15,?,Asaim_12,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/wfb4Yc5a,2021.04.15,?,infinitypeace2120a,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/9ojyRZH2,2021.04.15,?,waltalgg,Fatty01,0-1
Rated UltraBullet game,https://lichess.org/C1XTvSfi,2021.04.15,?,Zuko_Szef,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/i5syGsaU,2021.04.15,?,waltalgg,Advay_Jerath123,0-1
Rated UltraBullet game,https://lichess.org/Qj424twj,2021.04.15,?,Kennychessfan123,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/HPCph94J,2021.04.15,?,waltalgg,Zuko_Szef,1-0
Rated UltraBullet game,https://lichess.org/QkM777Cq,2021.04.15,?,waltalgg,Tzuriel6547,0-1
Rated UltraBullet game,https://lichess.org/Se67dwAd,2021.04.15,?,nijkamp,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/OiiYWjiK,2021.04.15,?,sanchitsharma21,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/MTItixga,2021.04.15,?,waltalgg,Migalinus,1-0
Rated UltraBullet game,https://lichess.org/EESRligt,2021.04.15,?,Fatty01,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/CSE95jSH,2021.04.15,?,waltalgg,amr2011,1-0
Rated Blitz game,https://lichess.org/o6TTG2U9,2021.04.14,?,Sjf149,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/nt06OpTP,2021.04.14,?,waltalgg,NervousConvulsions,1-0
Hourly UltraBullet Arena,https://lichess.org/pwnQ4QLR,2021.04.14,?,Gabriel_Zapata,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/UVKo2Nhz,2021.04.14,?,waltalgg,Blind_Cyclops,0-1
Hourly UltraBullet Arena,https://lichess.org/8poKz7bF,2021.04.14,?,Bry_Carrer,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/e1TgYnE6,2021.04.14,?,Tayshu_2010,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/npCSQH9X,2021.04.14,?,waltalgg,Bry_Carrer,0-1
Hourly UltraBullet Arena,https://lichess.org/jXAvyi6E,2021.04.14,?,retro62,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/Mvqe3KsI,2021.04.14,?,waltalgg,raspberry21,0-1
Hourly UltraBullet Arena,https://lichess.org/vTbotBbG,2021.04.14,?,Andoravo,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/Vqoycica,2021.04.14,?,waltalgg,MiguelJoseAlonsoRC,1-0
Hourly UltraBullet Arena,https://lichess.org/I5IrVJR4,2021.04.14,?,Bry_Carrer,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/GjkIAtNi,2021.04.14,?,Blind_Cyclops,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/HfCK4U3K,2021.04.14,?,waltalgg,darrylmax1234,0-1
Hourly UltraBullet Arena,https://lichess.org/xWPKRUXT,2021.04.14,?,BrutalBishop31,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/aHzsNapD,2021.04.14,?,waltalgg,ecstacy001,0-1
Hourly UltraBullet Arena,https://lichess.org/LXvQKMoD,2021.04.14,?,darrylmax1234,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/F00eQuTm,2021.04.14,?,waltalgg,edflox13,0-1
Hourly UltraBullet Arena,https://lichess.org/EaSC2uNX,2021.04.14,?,Ardasher1111,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/xCvnfCOb,2021.04.14,?,waltalgg,WinninButCantConvert,0-1
Hourly UltraBullet Arena,https://lichess.org/n79CNODn,2021.04.14,?,waltalgg,ecstacy001,0-1
Hourly UltraBullet Arena,https://lichess.org/r2c8gRGy,2021.04.14,?,retro62,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/WnaYAqO0,2021.04.14,?,waltalgg,Andoravo,1-0
Hourly UltraBullet Arena,https://lichess.org/OvLCdB3c,2021.04.14,?,Jospro7,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/UeBYH9sN,2021.04.14,?,waltalgg,ecstacy001,0-1
Hourly UltraBullet Arena,https://lichess.org/WcFW2u0S,2021.04.14,?,Januda_Pabasara_KSCA,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/4lhVntBv,2021.04.14,?,Bry_Carrer,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/BPEmrMn2,2021.04.14,?,waltalgg,ecstacy001,0-1
Hourly UltraBullet Arena,https://lichess.org/51X7g46X,2021.04.14,?,Rey_Chess87,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/jKjGNiPH,2021.04.14,?,waltalgg,ecstacy001,0-1
Hourly UltraBullet Arena,https://lichess.org/f9XjUEla,2021.04.14,?,Jospro7,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/GrUQiNaW,2021.04.14,?,waltalgg,Gabriel_Zapata,1-0
Hourly UltraBullet Arena,https://lichess.org/fjJCUA3E,2021.04.14,?,Rey_Chess87,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/beCYLyvr,2021.04.14,?,waltalgg,Gabriel_Zapata,0-1
Rated UltraBullet game,https://lichess.org/DD8vzOm3,2021.04.13,?,Yaroslav245,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/APJNcrbV,2021.04.13,?,waltalgg,Kostis_M_Sk,0-1
Rated UltraBullet game,https://lichess.org/IG0Mc4FX,2021.04.13,?,waltalgg,knighte1,1-0
Rated UltraBullet game,https://lichess.org/fK9X7Ov3,2021.04.13,?,waltalgg,Joelvilca11,1-0
Rated UltraBullet game,https://lichess.org/YmbqJkDo,2021.04.13,?,NaturalQuilt,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/5wGIfGQj,2021.04.13,?,TheSpike,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/Tzb3KIOK,2021.04.13,?,waltalgg,knighte1,1-0
Rated UltraBullet game,https://lichess.org/vP19eDqB,2021.04.13,?,waltalgg,RB54231,0-1
Rated UltraBullet game,https://lichess.org/XBmFFZng,2021.04.13,?,Berkeygclr,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/An7LOEIG,2021.04.13,?,Blackpony,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/HOM80rot,2021.04.13,?,waltalgg,JamesBrock3,1-0
Rated UltraBullet game,https://lichess.org/23iGtR1b,2021.04.13,?,waltalgg,chess_studies7,1-0
Rated UltraBullet game,https://lichess.org/L2e0xyAA,2021.04.13,?,Desmedido,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/ZPc794JC,2021.04.13,?,Berkeygclr,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/xpVp3VlI,2021.04.13,?,waltalgg,KING_KEN_3,1-0
Rated UltraBullet game,https://lichess.org/8MKmrWpr,2021.04.13,?,SpriteNFIFA21,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/myXZlpUx,2021.04.13,?,waltalgg,srcapivara,1-0
Rated UltraBullet game,https://lichess.org/ImcgvZ5t,2021.04.13,?,srcapivara,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/Z7sWltcb,2021.04.13,?,waltalgg,hsn201206,1-0
Rated UltraBullet game,https://lichess.org/gpvEd1Td,2021.04.13,?,waltalgg,BlackQutaisi,0-1
Rated UltraBullet game,https://lichess.org/swx8B815,2021.04.13,?,kevin0506,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/oUKY0Es4,2021.04.13,?,KT03,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/PdhWFXhn,2021.04.13,?,waltalgg,Samwinning,0-1
Rated UltraBullet game,https://lichess.org/mpCy6ySO,2021.04.13,?,waltalgg,TyreNut,1-0
Rated UltraBullet game,https://lichess.org/muH3Qs25,2021.04.13,?,waltalgg,Ferrax1337,0-1
Rated UltraBullet game,https://lichess.org/jReqeQQR,2021.04.13,?,kevin0506,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/UvFbCKJQ,2021.04.13,?,OnlyAtomicCZ,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/u1AgAk7E,2021.04.13,?,bubeliang,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/YbNuAwni,2021.04.13,?,waltalgg,mooseonalese,0-1
Rated UltraBullet game,https://lichess.org/TjpQoMQK,2021.04.13,?,waltalgg,Ferrax1337,1-0
Rated UltraBullet game,https://lichess.org/pAGDjp1X,2021.04.13,?,kidwithatie,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/VcA7kAVy,2021.04.13,?,chessisbae123,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/tYEWNsHb,2021.04.13,?,waltalgg,ForeverBeginner46,1-0
Rated UltraBullet game,https://lichess.org/FeQsHsDB,2021.04.13,?,waltalgg,Ferrax1337,0-1
Rated UltraBullet game,https://lichess.org/DsQ6hJPX,2021.04.13,?,archaeoadv,waltalgg,1-0
Rated UltraBullet game,https://lichess.org/gBnM1hRJ,2021.04.13,?,waltalgg,kidwithatie,0-1
Rated Bullet game,https://lichess.org/9qiUl5jX,2021.04.13,?,KESHAV011,waltalgg,0-1
Kasparov Birthday Swiss,https://lichess.org/XaWgoqot,2021.04.13,?,waltalgg,wguedes,0-1
Kasparov Birthday Swiss,https://lichess.org/yqpwufS9,2021.04.13,?,Karl_RR,waltalgg,0-1
Kasparov Birthday Swiss,https://lichess.org/x6W9RIKb,2021.04.13,?,waltalgg,BeastofBenin,0-1
Kasparov Birthday Swiss,https://lichess.org/IRMgskSw,2021.04.13,?,krish_agg11,waltalgg,0-1
Kasparov Birthday Swiss,https://lichess.org/7IcdgSae,2021.04.13,?,Samipath,waltalgg,0-1
Kasparov Birthday Swiss,https://lichess.org/xLwLOlfK,2021.04.13,?,waltalgg,MonkoIgor,0-1
Kasparov Birthday Swiss,https://lichess.org/kC4ZObdA,2021.04.13,?,DmitryDiv,waltalgg,1-0
Kasparov Birthday Swiss,https://lichess.org/fxnB83Gt,2021.04.13,?,Jonhseo,waltalgg,1-0
Kasparov Birthday Swiss,https://lichess.org/tF6EXNkw,2021.04.13,?,waltalgg,Javer97,1-0
Kasparov Birthday Swiss,https://lichess.org/kOl3PsYx,2021.04.13,?,Tsimafei_13,waltalgg,0-1
Kasparov Birthday Swiss,https://lichess.org/XBbfckKO,2021.04.13,?,waltalgg,Ifancy_potato,1-0
Kasparov Birthday Swiss,https://lichess.org/n4VUR6mt,2021.04.13,?,mansukhani,waltalgg,1-0
Kasparov Birthday Swiss,https://lichess.org/9JluZOmr,2021.04.13,?,waltalgg,Erenkagan,1-0
Rated King of the Hill game,https://lichess.org/dgnFsCCS,2021.04.13,?,waltalgg,Zehyr,1-0
Rated UltraBullet game,https://lichess.org/bckZAoNN,2021.04.13,?,waltalgg,GrandWizardMaster,1-0
Rated UltraBullet game,https://lichess.org/RgFLEmsN,2021.04.13,?,GrandWizardMaster,waltalgg,0-1
Rated UltraBullet game,https://lichess.org/PnsUCKvy,2021.04.13,?,waltalgg,GrandWizardMaster,1-0
Rated UltraBullet game,https://lichess.org/ay6awGkl,2021.04.13,?,GrandWizardMaster,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/3SzXgbSZ,2021.04.12,?,waltalgg,Cosmos03,1-0
Hourly HyperBullet Arena,https://lichess.org/q0SlwfXk,2021.04.12,?,DeftProf,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/cWmgDgcy,2021.04.12,?,waltalgg,NikosP,0-1
Hourly HyperBullet Arena,https://lichess.org/AFhYjw25,2021.04.12,?,gavity,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/aB65tjrq,2021.04.12,?,waltalgg,Metinious,0-1
Hourly HyperBullet Arena,https://lichess.org/IJnYyOm3,2021.04.12,?,Mario2003,waltalgg,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/9LTuo58M,2021.04.12,?,waltalgg,Chinchin120dexter,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/Nen9I66w,2021.04.12,?,Dlofdnilb,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/vStSJQhT,2021.04.12,?,waltalgg,MelindaWest,0-1
Hourly HyperBullet Arena,https://lichess.org/RkpdhPDN,2021.04.12,?,Young12345,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/Bs2sFNNe,2021.04.12,?,H_KANINO,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/WYFNZ6j4,2021.04.12,?,waltalgg,Chelitaaa,0-1
Hourly HyperBullet Arena,https://lichess.org/i18KduD0,2021.04.12,?,Dlofdnilb,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/G7tjzd0t,2021.04.12,?,waltalgg,joyfulscooter,0-1
Hourly HyperBullet Arena,https://lichess.org/I1FuknhQ,2021.04.12,?,Chinchin120dexter,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/mENxazJK,2021.04.12,?,waltalgg,Vaskomne,0-1
Hourly HyperBullet Arena,https://lichess.org/lhYNviVa,2021.04.12,?,waltalgg,decidement,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/zgbPymEk,2021.04.12,?,Mario2003,waltalgg,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/fyGhUyTu,2021.04.12,?,waltalgg,Hardcore_Vibes,1-0
Hourly HyperBullet Arena,https://lichess.org/5m5eia5H,2021.04.12,?,waltalgg,possibleworldz,1-0
Hourly HyperBullet Arena,https://lichess.org/MKNYxzCx,2021.04.12,?,Consensus_Omnium,waltalgg,1-0
Rated Blitz game,https://lichess.org/T5zSBfIr,2021.04.12,?,tomeyy25,waltalgg,1-0
Rated Blitz game,https://lichess.org/BiOcyICo,2021.04.12,?,waltalgg,Ghost4Chess,1-0
Hourly UltraBullet Arena,https://lichess.org/ruQCmIoP,2021.04.12,?,qwerty7272,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/nX6BWGpW,2021.04.12,?,waltalgg,Lester-M,1-0
Hourly UltraBullet Arena,https://lichess.org/r5duxtyR,2021.04.12,?,waltalgg,BadLuck00,0-1
Hourly UltraBullet Arena,https://lichess.org/7dVs04YY,2021.04.12,?,kingjeshurunaluju,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/gFO2M5EZ,2021.04.12,?,Nice_Ice_Eyes,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/ycIjY8tX,2021.04.12,?,waltalgg,GambitoALaPlancha,0-1
Hourly UltraBullet Arena,https://lichess.org/wXVMrvVa,2021.04.12,?,Campion13,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/nKiTlP2N,2021.04.12,?,waltalgg,Alex_12321,1-0
Hourly UltraBullet Arena,https://lichess.org/aSSrcwJA,2021.04.12,?,Campion13,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/nCLucb7r,2021.04.12,?,waltalgg,AinAr558,1-0
Hourly UltraBullet Arena,https://lichess.org/DAOdnAI3,2021.04.12,?,raspberry21,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/m1XfUudp,2021.04.12,?,waltalgg,Lester-M,1-0
Hourly UltraBullet Arena,https://lichess.org/NyHD67nU,2021.04.12,?,jar0slav1,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/0Z3Q3ewi,2021.04.12,?,waltalgg,kingjeshurunaluju,1-0
Hourly UltraBullet Arena,https://lichess.org/T7JVWGTw,2021.04.12,?,chessp2000,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/DLaa7YoE,2021.04.12,?,waltalgg,Juli_73,0-1
Hourly UltraBullet Arena,https://lichess.org/TffmQVah,2021.04.12,?,Campion13,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/bKpTXXvA,2021.04.12,?,waltalgg,Lester-M,1-0
Hourly UltraBullet Arena,https://lichess.org/LC44PICS,2021.04.12,?,waltalgg,Yildirim-Chess,0-1
Hourly UltraBullet Arena,https://lichess.org/rcf1oOKY,2021.04.12,?,skouliki,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/HCVGDwYC,2021.04.12,?,CHESSNYCALEXEIK,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/woEgB0ks,2021.04.12,?,elischesss,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/VDWROyjW,2021.04.12,?,waltalgg,retro62,0-1
Hourly UltraBullet Arena,https://lichess.org/tuHGOopl,2021.04.12,?,chesshok,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/Fyj2gmGL,2021.04.12,?,waltalgg,YGCHAMP,1-0
Hourly UltraBullet Arena,https://lichess.org/ry8LhakY,2021.04.12,?,waltalgg,TigerS04,0-1
Hourly UltraBullet Arena,https://lichess.org/rVMPwuCd,2021.04.12,?,Teembo,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/0SeKClgN,2021.04.12,?,waltalgg,elektrozcan,1-0
Hourly UltraBullet Arena,https://lichess.org/tZEOR5qJ,2021.04.12,?,waltalgg,b8mm,0-1
Hourly UltraBullet Arena,https://lichess.org/7dLyZcYJ,2021.04.12,?,UchoMetriks,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/Yr9xsty7,2021.04.12,?,ScHaChPrO,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/lTmAmw2y,2021.04.12,?,waltalgg,Hoegi,0-1
Hourly UltraBullet Arena,https://lichess.org/wQBt5YcJ,2021.04.12,?,waltalgg,Keshauv,1-0
Hourly UltraBullet Arena,https://lichess.org/TdPlub6u,2021.04.12,?,TheFaluky98,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/EmhN6JDM,2021.04.12,?,waltalgg,kempcrusher123,1-0
